User_name,Freq,Score,Flr
AronesSaxet,3,16149,5383
tiger49048,3,12,4
skepticalraptor,3,16278,5426
LucysTweetNotes,3,531,177
BristolLive,3,423075,141025
JohnRentoul,3,422997,140999
aposiopesist,3,534,178
Asilverlining20,3,3573,1191
chabitz,3,375,125
onacIoudyday,3,825,275
jamiesbowen,3,15231,5077
brd_dispatch,3,15273,5091
VaccinesEnd,3,3651,1217
bear_risa,3,3645,1215
blair_parker,3,1602,534
Ithinkitscatchy,3,15297,5099
Denise_1955,3,15312,5104
LisaOKC,3,15315,5105
gumptionology,3,3630,1210
oodja,3,15363,5121
bearlymade_it,3,252,84
theBreakerNews,3,15600,5200
_hoeman,3,3594,1198
MrRedPill12,3,252,84
MaadiHotti,3,57,19
DelthiaRicks,3,15486,5162
KyleHarrietha,3,15492,5164
OmzOmer,3,375,125
uott2doit,3,375,125
OvettaWashPost,3,15573,5191
bcrrodriguez,3,15582,5194
Zena1Clark,3,15585,5195
BravoStevens1,3,66,22
Larramarr1980,3,19224,6408
Makarov_Igor,3,18876,6292
jmpetrequin,3,501,167
jimjohnson33,3,504,168
PPHRtweets,3,26751,8917
tprzechlewski,3,396,132
ErrolStock,3,2673,891
kdhnews,3,27105,9035
ultratapww,3,2661,887
PaulSorrentino3,3,27198,9066
heatherallain,3,0,0
vbaileyactor,3,27225,9075
EnzoDelVecchi11,3,0,0
MonaSmitte,3,993,331
unochick72,3,216,72
Cycle2Freedom,3,1362,454
JLP131,3,2643,881
Ching33905443,3,1680,560
USRealityCheck,3,245228,81742.66667
moonbeam655,3,2631,877
DeeYoun72318535,3,1680,560
journalsentinel,3,244164,81388
JoanMWallis1,3,2613,871
daily_briefing,3,28893,9631
JAniolkowski,3,2598,866
phillip92321,3,1359,453
AustinLC23,3,504,168
WTEN,3,251106,83702
silentnomore46,3,396,132
bellum_omnium7,3,25116,8372
WaliNazar1,3,2766,922
hardinsj,3,129,43
dt2phillips,3,2763,921
Jogottabkidding,3,966,322
post_asia,3,507,169
FentonHolland,3,24885,8295
AngieStone_,3,969,323
ClimateHawk2,3,2745,915
GiraffeJournal,3,2739,913
jeromy767crayto,3,219,73
viewvalley,3,219,73
WhiteCentauress,3,2688,896
brigitte_turi,3,1671,557
wendylee21742,3,2730,910
DA4Pups,3,25251,8417
KMPHFOX26,3,258279,86093
stefa522,3,1671,557
anoushasakoui,3,25902,8634
IStandWithFists,3,26115,8705
TonyWillk,3,981,327
KarenATTaylor,3,26277,8759
mmmexperimental,3,2694,898
TinaMorphis,3,29325,9775
suehagadorn,3,2580,860
AM980News,3,263250,87750
_jalalu,3,501,167
KathyKfowler,3,1350,450
AspreyKaren,3,207,69
Rhonda52807071,3,207,69
FOX17,3,220337,73445.66667
Arman4Azadi,3,1038,346
Bluervoice,3,33156,11052
OJ_KilledIt32,3,1038,346
RebeccaLeads,3,207,69
writerseditor,3,2460,820
TelegraphHerald,3,33816,11272
CrnetOy,3,2448,816
quincythepup,3,1044,348
Agent99XXX,3,2442,814
reso67lv,3,1347,449
RKVanderpool,3,204,68
angry_here,3,2427,809
AndrewParkerUK,3,1347,449
cmc4diversity,3,34896,11632
SamPalm47610884,3,204,68
DacabeDuende,3,87,29
wchs8fox11,3,212844,70948
BeachfrontLewis,3,204,68
davidpsdem,3,35364,11788
Bill19300155,3,32769,10923
boston7905,3,2487,829
GooseEmperor,3,6,2
SuzyQPongo,3,159,53
scouts_uk,3,2580,860
WAAYTV,3,237573,79191
TeekYoung2018,3,1011,337
Garyured,3,2571,857
ppe_sale,3,2568,856
joshuetree,3,2559,853
OSheaLaos,3,1017,339
isthisab0t,3,2550,850
truthtableJCT,3,30450,10150
TucsonStar,3,235680,78560
kkearns,3,2538,846
Chris_1791,3,224043,74681
elliptical,3,210,70
sampotest,3,210,70
Shannon89558046,3,2532,844
iBabs3,3,159,53
VirpiHeikkila,3,2523,841
Edwards72Sue,3,2520,840
aquarius1049,3,31662,10554
AriadneBoudicca,3,31689,10563
Gaynorann46,3,31908,10636
Irishmn60,3,32415,10805
SuzanneSwanYu1,3,960,320
roseyshaw11,3,393,131
GTmalachie,3,66,22
DeseretNews,3,315195,105065
BrunoLabour,3,1632,544
AI4Pete,3,3066,1022
DMOIDC,3,1632,544
catherinecummi7,3,3063,1021
jacquelinmagnay,3,20391,6797
julishwa,3,20394,6798
ambershields1,3,69,23
deb64472205,3,519,173
AngryMichiganMa,3,906,302
eatmoreart,3,3036,1012
albertan48,3,20664,6888
1lowbattery,3,3036,1012
NewsMiner_Covid,3,69,23
VIKBataille,3,3027,1009
IvanOSullivan1,3,69,23
mujerbaldwin,3,231,77
haley_icu,3,20838,6946
HassardNigel,3,1383,461
runningnole,3,912,304
BonitaCanadian,3,3021,1007
Antagoniste_net,3,20895,6965
fly_girl7,3,3018,1006
Jac1066,3,3015,1005
kamyupdegraff,3,3081,1027
NicholeMcRae,3,3087,1029
CTVNationalNews,3,331191,110397
BoffleSpoffle,3,3960,1320
strange_brew55,3,3165,1055
intifada,3,347822,115940.6667
picardonhealth,3,345636,115212
suzannekeith71,3,1389,463
haughtmum,3,891,297
Andre3Verzaal,3,891,297
Cutienurse79,3,891,297
oluwajat,3,3141,1047
RubyDoobyDoo1,3,19158,6386
KathleenFaux,3,1389,463
RedLights4FF,3,894,298
SamsterSmithy,3,234,78
misspiperwood,3,19263,6421
Dawn_M_R,3,19284,6428
bostonherald,3,342537,114179
sandralondon98,3,522,174
yagnesh01,3,522,174
Sylvia18879656,3,132,44
textifyer59,3,19605,6535
laurengail,3,156,52
GetCollege,3,19773,6591
fredericknchgo,3,1386,462
KarinaGC4,3,3012,1004
eyeswid63656359,3,915,305
DianeTierney4,3,957,319
BeamaBeorg,3,21285,7095
AWieven,3,513,171
Margot59654841,3,9,3
adunlea,3,22890,7630
edgallekfox8,3,22914,7638
syracusedotcom,3,278832,92944
MukharRavi,3,513,171
PattysYorkie,3,1374,458
MoePody,3,23181,7727
janice_pape,3,2853,951
suzyqbooks,3,2853,951
Steve_Bohnel,3,2850,950
igatmit89,3,75,25
coreyryan1028,3,75,25
me_for_earth,3,948,316
LorionBI,3,1371,457
swissbusiness,3,272994,90998
RhodeUpdates,3,951,317
Coffeeisforclo1,3,2823,941
_Gromflomite_,3,222,74
ve10ve,3,24141,8047
daytondailynews,3,272196,90732
Kitten27406,3,957,319
giannis30fyl,3,1665,555
bannerite,3,283686,94562
Breakingviews,3,288460,96153.33333
lohud,3,290757,96919
CaptnAtheist,3,21615,7205
koat7news,3,311190,103730
JforDemocracy,3,1641,547
acemsdavis1,3,2994,998
pressenterprise,3,308523,102841
Mzanzi_travel,3,2988,996
GlenBrito5,3,9,3
HostadParty,3,2985,995
kerry_hunt,3,921,307
ksbw,3,305228,101742.6667
Linda94116819,3,9,3
570NEWS,3,302811,100937
klkaz,3,2916,972
anniemac59,3,516,172
brokenwing2005,3,21879,7293
aarrzee,3,2958,986
pdarvishi,3,22221,7407
bubblesgolcar,3,228,76
MaureenSheeran,3,2940,980
KatCeccotti,3,22290,7430
trihex,3,295074,98358
pamelasm,3,2927,975.6666667
Muschelschloss,3,22509,7503
Morganbahartov,3,153,51
butchpa,3,267,89
COVID19_SL,3,789,263
johnRL73,3,9789,3263
bosoxbruins,3,588,196
VisibleSoul,3,6120,2040
AB30530984,3,33,11
rezaazari17,3,666,222
Andrews29John,3,309,103
ABC7NY,3,2114624,704874.6667
Annawatton,3,9747,3249
FujiiPonta,3,33,11
Rosiecat2,3,9771,3257
janellefiona,3,9786,3262
RevJamesAClark2,3,669,223
off_cock,3,9618,3206
Rainydays2020,3,6027,2009
sas_freeman,3,6012,2004
seattletimes,3,2026748,675582.6667
tickeljoni,3,141,47
kevinrj,3,5925,1975
balihai2,3,5913,1971
counttillbiden,3,9897,3299
lifesciencevie,3,5895,1965
annrovetto,3,348,116
CarolSaintClair,3,675,225
Toronto_nian,3,9645,3215
BostonGlobe,3,2358529,786176.3333
AmandaLiinds,3,585,195
MartinSLewis,3,3272886,1090962
jhy001,3,1473,491
Cabbidges,3,6393,2131
Camp2Charlie,3,654,218
NYTHealth,3,3603210,1201070
NYTScience,3,3551472,1183824
WendyGoliff,3,6375,2125
gulf_news,3,3516529,1172176.333
Juliet_notRomeo,3,6342,2114
snoozlessnow,3,9246,3082
CO2_Alex,3,657,219
PalouseNews,3,6300,2100
esprit1789,3,6162,2054
dcbigoso,3,6273,2091
mummacity,3,1467,489
MitraMotamed,3,9405,3135
SlyMagellen,3,9426,3142
Lance63,3,9426,3142
GarnetLynne,3,6228,2076
Smeloniew1970,3,6219,2073
YahooFinance,3,2963059,987686.3333
ReutersScience,3,2731701,910567
krnpalmer,3,9522,3174
StevenHarp_,3,5877,1959
adivawoman,3,5841,1947
RomeovilleKid,3,6393,2131
DontCallMeShan,3,5457,1819
BudleighCovid19,3,687,229
quickbrownfox12,3,351,117
JoeyGomezSantos,3,10341,3447
joanne_gunk,3,579,193
GoldSuzie,3,5557,1852.333333
iammariam_,3,5541,1847
Mac5411,3,5511,1837
paintsandsings,3,5472,1824
The12fthOfNever,3,5469,1823
clan_macdonald,3,10413,3471
freep,3,1474989,491663
miyako_saki,3,687,229
Ellieyoungggggg,3,693,231
clanghoff1,3,5421,1807
RaffaellaDeFili,3,5403,1801
gallimaufrey777,3,10467,3489
jerrymberger,3,5394,1798
beta_user1,3,576,192
annjsmall,3,696,232
vellarsnn,3,10572,3524
GanjasmokerCb,3,5307,1769
stantherunner,3,5301,1767
bbcquestiontime,3,1677915,559305
douginbrisbane,3,300,100
Penbedw,3,5820,1940
ruslandzhebr,3,681,227
pasha_zeynab,3,5796,1932
RichForrest2,3,10041,3347
stacyebugg,3,10044,3348
CatbytheC,3,5784,1928
jerrip60,3,303,101
JasminWue,3,303,101
ChrisMac1270,3,5775,1925
ogerface,3,303,101
9NewsAUS,3,1817338,605779.3333
WHronis,3,681,227
PriestImelda,3,10107,3369
TessaTessapes,3,5610,1870
brettchase,3,5727,1909
dadbanazadi,3,5727,1909
Katy_Patriot,3,10128,3376
_Tamsey,3,10137,3379
mgt_coull26,3,10155,3385
gecko39,3,5697,1899
jlongobardi31,3,36,12
MENnewsdesk,3,1767255,589085
NYC_Patch,3,5634,1878
kathyzawisa,3,36,12
WatchOurCity,3,9177,3059
goodc0re,3,6411,2137
WKRN,3,599274,199758
french_valerie,3,7386,2462
Thor_LM,3,8286,2762
AnnaWest,3,7590,2530
therealden78,3,336,112
DIGITALDECODED1,3,7527,2509
werrylettuce,3,1482,494
MarketWatch,3,11436946,3812315.333
RizviSalim,3,7449,2483
lisadonner0,3,609,203
latimes,3,11193805,3731268.333
guardiannews,3,10202368,3400789.333
anita_hoener,3,7365,2455
torridgedc,3,7611,2537
butterflyqueenb,3,327,109
ykorhan_selek,3,144,48
toddcusuman,3,1497,499
AmericanCousin1,3,8442,2814
declan_hoare,3,8448,2816
CatholicDoors,3,7308,2436
ThierryRouby,3,7299,2433
_silversmith,3,8481,2827
MailOnline,3,7776525,2592175
PrinceAdesoji1,3,630,210
BrunoBotMacaes,3,330,110
jamestownsun,3,7629,2543
Eduradoblock,3,144,48
bob_weitz,3,24,8
XHNews,3,37797585,12599195
TheFrostiestBoi,3,333,111
Suzanmonkey,3,8070,2690
BrackinSoloman,3,333,111
FOXWestTexas,3,8010,2670
NWDowns,3,615,205
HWDudley,3,7962,2654
guardian,3,27705311,9235103.667
MoBea,3,8133,2711
amefootter,3,612,204
THEBEAR78299275,3,1485,495
AnciraBecky,3,330,110
stardustnf,3,8163,2721
TonyGreyMan,3,612,204
AllDailyRepNews,3,7842,2614
Miss_Placed_,3,7824,2608
zeanes,3,7746,2582
UpAllKnight,3,7728,2576
runsamuck2,3,24,8
WGXC,3,8250,2750
TinkerStinker66,3,1494,498
airhasiescardo,3,8271,2757
Rubiespal,3,7203,2401
dglobe,3,7149,2383
MistyWooEngle,3,6417,2139
SherrillMoss,3,9018,3006
louisa_faux,3,6756,2252
lifepath23,3,8922,2974
abatchelor,3,8925,2975
TGalore2,3,6723,2241
jboyded,3,8949,2983
cheriedelcarlo,3,8984,2994.666667
IntrovertAncom,3,8985,2995
godlyworm,3,318,106
rose4worldpeace,3,8991,2997
Rebecca69112370,3,597,199
johnreichardwes,3,6582,2194
SABCNews,3,5229194,1743064.667
deOrygun,3,6577,2192.333333
NoMoeTrouble,3,6540,2180
song_title,3,6522,2174
Alfred996,3,6498,2166
anselmonadir,3,9099,3033
butterflly63,3,147,49
ABetterBoulder,3,6456,2152
lvtobehpy,3,315,105
TheBristolPress,3,6441,2147
mazdakazad1,3,654,218
PaulMick,3,6777,2259
MayaResearchPro,3,6801,2267
kat_pep_,3,8592,2864
sharonvt75,3,8715,2905
CODaleyNews,3,7122,2374
kjelenfy,3,1500,500
KlimaZen,3,324,108
Jessrapagnani,3,324,108
WAPFLondon,3,7098,2366
nypost,3,6362223,2120741
mommatkl,3,8664,2888
LindaSk49118554,3,7071,2357
TonicImmobility,3,339,113
YorkLawLondon,3,8685,2895
scheerenberger,3,8733,2911
ScrumtiousVal,3,6804,2268
MegWingerter,3,8745,2915
Abroham22,3,321,107
Tramon_WBAL,3,6888,2296
BtpTechSearch,3,6882,2294
nytimesworld,3,6266353,2088784.333
NewThor,3,8808,2936
SGrahamg5,3,321,107
ognittis37,3,1503,501
PamUnplugged,3,6810,2270
Mok_Chwan_Yee,3,144,48
shalishalston,3,699,233
HORACIOPATH,3,294,98
Lorence_Hyler,3,5298,1766
SheilaDecker19,3,4284,1428
smp0312,3,12372,4124
kimellis9,3,4347,1449
firstlastsecond,3,12465,4155
globalcitizenln,3,12480,4160
baerhealth,3,273,91
jabarihassan1,3,4311,1437
MariaDelGreco1,3,12519,4173
DingaBelle,3,12525,4175
barbcast60,3,12558,4186
54nightengale,3,555,185
mystifiedby2020,3,363,121
ReadingCityFC,3,12291,4097
ohiomary,3,4266,1422
tamaraphillips,3,765,255
Stlhd100,3,765,255
FineWineOrNot,3,1425,475
Vastuullisuus,3,12747,4249
Alivi70891406,3,363,121
sicilliandi,3,4242,1414
BDBgoldens3,3,12798,4266
IszyOmon,3,4218,1406
dingle23,3,768,256
LorettaBower3,3,4383,1461
DiChristine,3,12282,4094
fox8news,3,728039,242679.6667
bassher,3,1431,477
Khang8752D,3,4485,1495
JudithC44397974,3,360,120
hotdevil07,3,4458,1486
FloreyBarb,3,4455,1485
MVCHCSC,3,276,92
senf,3,750,250
cheryl_marlin,3,12138,4046
smoffymoth,3,4443,1481
daft_editor,3,4443,1481
auntlellie,3,12141,4047
A_N_D_R_E_W_17,3,4440,1480
ProtectingTerra,3,12276,4092
WarmongerExpose,3,12168,4056
AriadTuppen,3,558,186
FMAlchemist,3,4434,1478
ablho,3,4434,1478
doglovingfool,3,4428,1476
lightft3,3,753,251
amack8328,3,753,251
BlueLantern92,3,4419,1473
bmorebooks,3,4404,1468
KerryStubbsSC,3,4401,1467
Leeblev50045868,3,12864,4288
BMT8291,3,15,5
infamousgrouser,3,10608,3536
BacSiMa11,3,135,45
nlygo,3,4089,1363
helgy2,3,2412,804
ChHumayunRT,3,1584,528
ks_1968,3,13527,4509
das_varun99,3,4044,1348
SjWpoop,3,1416,472
theshaneedwards,3,135,45
AllegritaC,3,366,122
NEWS_by_Larry,3,153,51
Jany27896020,3,15,5
Audra66Audra,3,153,51
NanL28,3,13401,4467
bajabug,3,13710,4570
WISH_TV,3,610566,203522
TerriEn59800557,3,51,17
FtM_MSW,3,3984,1328
Local12,3,605406,201802
HoldawayIan,3,13729,4576.333333
WeeRascal2,3,3984,1328
MiftyJackson,3,13761,4587
wbz,3,603759,201253
anitamulero,3,3967,1322.333333
segmentis,3,13416,4472
cizikplakergun,3,153,51
TarynKe12167652,3,270,90
1woman,3,774,258
Rechtsanwaeldin,3,4185,1395
debnotmypres,3,1575,525
Richard49262506,3,15,5
sacbee_news,3,677166,225722
MussenToevlucht,3,13089,4363
capspringlcsw,3,771,257
WFSBnews,3,673983,224661
TonyaWardell,3,1578,526
Vonnie932,3,4155,1385
Justcivility,3,13155,4385
A_Guy_on_Here,3,774,258
BarbHaines5,3,267,89
MaureenPickeri5,3,4137,1379
Dagaustin2000,3,4125,1375
superfinefeline,3,4116,1372
SouperMario,3,549,183
JulieBJewellery,3,13263,4421
MikeReeseM,3,13278,4426
stevebates64,3,777,259
uklockdown,3,549,183
ABC5FOX9,3,13335,4445
AnneMichie5,3,267,89
BaylessMarilyn,3,12057,4019
PetriTommila,3,360,120
WTOP,3,869484,289828
ev3ponies,3,11016,3672
MommaThing,3,10938,3646
cmarslett,3,10947,3649
StuartHoneyford,3,570,190
ymbaechler,3,711,237
HawksEyeVision,3,570,190
RotItsDaniel1,3,711,237
WiseOwl_ACK,3,5064,1688
Tetrisnet,3,5061,1687
3fatcats,3,5058,1686
Michaela_Ramm,3,5055,1685
Tottenhambrexi1,3,11016,3672
dickinsonpress,3,10935,3645
BlueSkyDays17,3,11022,3674
paulgenome101,3,570,190
Sandedoremi,3,288,96
owen82536194,3,18,6
bstnboy,3,5001,1667
north_joanna,3,11052,3684
JLily10303,3,11100,3700
BushLeagueBP,3,288,96
daffodil139,3,11166,3722
CanadiensFan,3,11187,3729
moggiekitty,3,5115,1705
CoronaRecovery,3,18,6
anne_tappe,3,4521,1507
Local4News,3,1238918,412972.6667
Lights2TheWorld,3,5289,1763
ianfmusgrave,3,5277,1759
usacustomers,3,10653,3551
jamesforpeace,3,5250,1750
Alejand27381769,3,573,191
SharonSharonh10,3,5221,1740.333333
ajwottrich,3,5220,1740
RonnieM46560679,3,573,191
LekkerLie,3,10770,3590
PhillyInquirer,3,1247038,415679.3333
Arizonaajgma,3,18,6
Elizabe83931161,3,291,97
EechieOchie,3,5187,1729
moogie59,3,5157,1719
sherri30078667,3,39,13
MrDespicable,3,10875,3625
AwaisQurni23,3,39,13
LeiaShotFirst,3,5124,1708
JRRRulfo,3,5118,1706
YourHoodLawyer,3,5118,1706
AngelaReighard,3,5118,1706
nwtony,3,354,118
estarianne,3,11187,3729
CltrotLyn,3,4944,1648
McavoyHilary,3,4929,1643
david_camtasia,3,279,93
ShadiBarez,3,11604,3868
bonitarosekemp,3,4659,1553
BaronianConsult,3,4659,1553
Mapiavva,3,1437,479
snboyle,3,4635,1545
detroit_rachel,3,11751,3917
lionheart8279,3,738,246
RTweetie5,3,11781,3927
Velcroski,3,4605,1535
clashpandaRay1,3,4587,1529
vanessadaou,3,4575,1525
BlaineHashimoto,3,4911,1637
soaprookie,3,4569,1523
Anonymous_Latin,3,4554,1518
SandraS67054264,3,561,187
eflorian10,3,4554,1518
covid19news20,3,561,187
RBTRARYautocrat,3,4545,1515
KVOEAM1400,3,11931,3977
Newsday,3,883539,294513
V_R_G_INC,3,4530,1510
sparky1980m,3,744,248
Icky_84,3,11544,3848
AmBoDe33,3,4731,1577
TryChick,3,11517,3839
MacLinx,3,11508,3836
PercieModel1,3,18,6
kbreitman27,3,720,240
monkey_viral,3,11238,3746
sallybaloo,3,4890,1630
henryimiller,3,4881,1627
GovCanHealth,3,1037418,345806
lzbthann01,3,150,50
tradingfitgirll,3,4875,1625
VinnieSullivan_,3,11298,3766
idee_kenkyu,3,11316,3772
jpgillin,3,4833,1611
ChrisBrey1,3,4827,1609
PKanagaratnam,3,4821,1607
js70rm1,3,150,50
MetroUK,3,994383,331461
NthSthDivide,3,726,242
AndyCSouthWales,3,11421,3807
tooomaggie,3,42,14
SarahClift10,3,4752,1584
GretchenMcRober,3,564,188
Cmacg3,3,4743,1581
TIREDOFTRUMP8,3,2415,805
bigstape,3,1815,605
BathNESUKIP,3,8052,2684
SethKinstle,3,65805,21935
denniallen,3,48225,16075
RealPublicEdu,3,1314,438
SPECNewsBuffalo,3,79152,26384
SMuhammad78,3,1974,658
cathielbraun,3,1206,402
beckyjo84403201,3,183,61
SteveBTI,3,474,158
Bizzatron,3,165,55
RosPalumbo,3,1857,619
DMansini,3,47985,15995
hettinga,3,2031,677
tifftakesoff,3,1260,420
alittlebitroyal,3,2127,709
FOX23News,3,151440,50480
goodkingjon,3,1260,420
nSquib,3,2034,678
manekicat_koban,3,1977,659
mainepatty,3,2025,675
ajagbeadewole,3,2025,675
Cloud_CIO_,3,2025,675
TinaMarie_80s,3,67938,22646
WJHL11,3,77112,25704
InSpiteOfTrump,3,110493,36831
vbintx,3,2352,784
RaginRoid,3,162,54
theresamax,3,134358,44786
PostSports,3,110595,36865
630CHED,3,77664,25888
lacadri34,3,67623,22541
RDampierDC,3,171,57
rayleengale,3,95460,31820
tmprowell,3,77685,25895
dbdosto,3,1119,373
pegitha,3,1785,595
Ez4u2say_Janis,3,38591,12863.66667
Davecbb,3,1971,657
DaddysgirlCora,3,1719,573
PasStarNews,3,135174,45058
ToryAdam3,3,2280,760
DebraBa45242156,3,2121,707
GiulioTerzi,3,173217,57739
suntimes_sports,3,37761,12587
artist_texas,3,165,55
beegeelover,3,1152,384
Elmano_sadino,3,96,32
All_For_Justice,3,1152,384
DaminEsper,3,1845,615
TapestryofPeace,3,55314,18438
moonbreeze2,3,1845,615
stlpublicradio,3,185131,61710.33333
HoneymoonBears,3,201,67
Charrisa11,3,123,41
DPO_GDPR_CCPA,3,1152,384
9NewsGoldCoast,3,117051,39017
AppleChilli,3,1344,448
WHYYNews,3,114342,38114
Global_Montreal,3,158271,52757
OconnorPeggy,3,1923,641
sylvie_seven,3,1065,355
soultravelers3,3,93027,31009
IrisJoseFisher1,3,183,61
EpidemicIndex,3,96,32
drpaulapowers,3,201,67
RobRe62,3,42483,14161
WLNS,3,113769,37923
UniteWomenOrg,3,47832,15944
LazuliLady,3,38217,12739
LeeHillerLondon,3,92310,30770
Jmh6543Jimmy,3,93,31
florenceedu,3,1176,392
AsluMoyameehaa,3,1920,640
localnews8,3,55506,18502
JesusLvrInTahoe,3,1065,355
lonegamer78,3,486,162
brooklynballew,3,2352,784
KMFDT,3,2202,734
mehmetemin2112,3,111,37
Charlenegapeach,3,1131,377
Rita14432652,3,1899,633
mshep1960,3,1200,400
PeterBarabas1,3,165,55
Darrell_Lloyd,3,2172,724
snowstormyou,3,40350,13450
ManchesterCovid,3,51402,17134
ladyofthegarden,3,2172,724
snakebird16,3,120,40
KSNTNews,3,39495,13165
wandainparis,3,98613,32871
TammyJa58005315,3,1902,634
JohnLaprise,3,49422,16474
SheronWilkie,3,39798,13266
urbandata,3,168618,56206
BordenNatalieg,3,1083,361
tanerisik6790,3,1200,400
SwissNetInc,3,103920,34640
Eve5810,3,1194,398
Soapsallday,3,2313,771
LegacyHealthCA,3,420,140
pcdillard,3,2001,667
globalwinnipeg,3,149271,49757
CalZole,3,1128,376
buffymuffy4444,3,2319,773
gorudd,3,2178,726
LisaSturgisKYMA,3,114,38
ShawnMidkiff5,3,1197,399
Jenwunder,3,2178,726
renaissance_doc,3,1887,629
JesseJa22909147,3,198,66
Mick_mfc,3,2319,773
jplus1,3,1998,666
thatgirl523,3,429,143
880Edmonton,3,40509,13503
CurnowBronwyn,3,1194,398
JanuaryHandl,3,2190,730
RayvzBlanca1,3,1083,361
JJaazzee1,3,53250,17750
elcapitanpues,3,2019,673
bob_basement,3,2346,782
TigressEllie,3,2199,733
ann_agf,3,162,54
scientwest,3,2199,733
IamOliveGreen,3,174,58
bellevillenewsd,3,38943,12981
rblumel,3,1872,624
FL_Coronavirus,3,99,33
RRozen1,3,1074,358
kettunen_outi,3,2019,673
besthealthyou,3,1137,379
BeachPretzel2,3,76896,25632
hillcrester,3,1071,357
bomberfaithful1,3,1773,591
MarieKe44376334,3,1188,396
EMPIREPRMAN,3,2202,734
alisoncook,3,69129,23043
capgaznews,3,188652,62884
magzz72,3,465,155
ronarelief,3,3,1
lionman47,3,1989,663
princess6_9,3,1989,663
Billsmafia178,3,2307,769
680CJOB,3,135486,45162
damodarpulpet,3,192,64
TriCityHerald,3,69654,23218
bobgunstone,3,174,58
MyNBC5,3,107544,35848
yhvh_ra,3,3,1
vogels4,3,2016,672
littlebytesnews,3,69258,23086
gameal2020,3,2304,768
WilsonCarolrjw,3,1251,417
sw1chg,3,174,58
BillingshurstPC,3,2016,672
Submarine_Guy,3,37581,12527
bjsmiller,3,1320,440
CapRadioNews,3,50286,16762
emmafox30238228,3,1164,388
PeteJohnson313,3,1218,406
Econ_Plus_Ling,3,1290,430
MoiseClean,3,1788,596
BauerJournalism,3,36369,12123
MariStew8,3,2097,699
RheaWilding,3,186,62
mynbc15,3,177152,59050.66667
ChaplinLorra,3,456,152
BeVegan4ever,3,44613,14871
StanleyCohenLaw,3,84270,28090
alisondodge,3,120,40
ivdailybulletin,3,43932,14644
midmichigannow,3,62718,20906
Peteuk001,3,1833,611
renee3147,3,57293,19097.66667
bgoum,3,37140,12380
equitablegrowth,3,60690,20230
123jcji,3,186,62
RobinKe16886162,3,1212,404
LatestComments,3,43833,14611
dbhellmd,3,2271,757
sxymlbgy,3,1272,424
JohnathanSRoss1,3,1728,576
presstelegram,3,63372,21124
postlive,3,82226,27408.66667
JerryLStirewalt,3,2094,698
Tim_AshleyOut,3,411,137
helenyg,3,57732,19244
selfhelp5,3,1110,370
riskmap_,3,45996,15332
theolympian,3,45957,15319
zephyr9673,3,2262,754
jhoppe47,3,459,153
InfectiousDz,3,87177,29059
WFRVLocal5,3,58197,19399
KaraT73936597,3,3,1
rEUnion_PartyUK,3,2262,754
sinemetuvivere,3,1161,387
Pauliwallnutz,3,2091,697
KYMA11,3,46413,15471
MacaesBruno,3,124266,41422
KCMeadows1,3,2238,746
MelindaDeslatte,3,36699,12233
dupergramp,3,36426,12142
tiffvevo,3,1941,647
Denisew19925220,3,177,59
kenm77,3,2088,696
SLOTribune,3,86991,28997
SimonPearson961,3,36762,12254
KQEDscience,3,83559,27853
Stone1ML,3,2262,754
KarenBlackmer,3,96,32
queenzoso_scott,3,177,59
Seekingtruth517,3,1734,578
BeverlyDaubney,3,1794,598
tooswt34,3,1158,386
maisiehearts,3,1104,368
TracyGa20473477,3,1095,365
pr0gressivist,3,1173,391
BuildTheWave,3,43569,14523
SGVTribune,3,117288,39096
AllegraFox,3,1056,352
Abdelrahhman307,3,1095,365
EJulianMiller,3,1935,645
Bahram56427953,3,168,56
indecentKurt,3,1953,651
small1ldy1,3,82032,27344
EngagementXpert,3,1164,388
trinicutiegal,3,1296,432
LostToCovid,3,1155,385
DrWaldoAyurveda,3,2055,685
RicsueadSmith,3,1953,651
GrinEdward,3,1956,652
lilospot,2,1548,774
maydynatis1,2,4976,2488
rachaellemma,2,42,21
juanparza,2,716,358
PopRockSpaceboi,2,4960,2480
BigMacky_yo,2,5368,2684
sleeperawakens7,2,296,148
VernaPolitics,2,5378,2689
kinsdonald,2,296,148
mels_right_tit,2,692,346
CHRIManitoba,2,4962,2481
marisabelm12,2,724,362
cireshika1,2,288,144
Scout2462,2,724,362
Uncle_hugo,2,692,346
mechvibrations,2,288,144
KevinQuirk9,2,42,21
WHOTOPIA1,2,166,83
deficit_the,2,5448,2724
dijames1145,2,4990,2495
GalavitzRowena,2,696,348
hmmbwav,2,108,54
petersthoughts,2,5360,2680
ewen_tim,2,1988,994
tristanpw1,2,4820,2410
Jan85429176,2,4992,2496
Sallywe98901725,2,1548,774
PCock45555111,2,716,358
oldbid45,2,5360,2680
maglavin2,2,1198,599
88mph5,2,692,346
mareevs,2,5362,2681
LightSubscriber,2,108,54
studiogibli,2,288,144
annetonie,2,1784,892
MahomieSmith,2,2000,1000
Hollypops3109,2,4988,2494
dezhentz,2,4832,2416
RyD98,2,716,358
Jackies99570304,2,296,148
RobinPaulInman,2,1956,978
webb0412,2,1784,892
NawTea2,2,724,362
J1mu,2,108,54
DespondentNerds,2,718,359
